ask,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,bid,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,ask_pade,bid_pade
49080.75,49108.84519,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,49097.48,49085.89,49086.36554,49087.39,48791.37541,48810.74,48812.8175,48812.8175,48806.8,48807.37,48806.72,48806.66,48796.57753,48789.35148,48789.35148,70.17212236929034,568.3194608990889,
49078.71,49108.84519,49106.28416,49106.28416,49104.58591,49099.07,49097.48,49085.89,49086.36554,49087.39,49087.64,48786.5629,48812.8175,48812.8175,48806.8,48807.37,48806.72,48806.66,48796.57753,48789.35148,48789.35148,48790.87,863.3496629727863,534.6662442578212,
49076.43,49106.28416,49106.28416,49104.58591,49099.07,49097.48,49085.89,49086.36554,49087.39,49087.64,49087.48,48786.5629,48812.8175,48806.8,48807.37,48806.72,48806.66,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,437.1014562021354,264.24099960664773,
49078.54,49106.28416,49104.58591,49099.07,49097.48,49085.89,49086.36554,49087.39,49087.64,49087.48,49087.86,48786.62017,48806.8,48807.37,48806.72,48806.66,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,-139.86046607880687,247.8871889173495,
49079.54,49104.58591,49099.07,49097.48,49085.89,49086.36554,49087.39,49087.64,49087.48,49087.86,49085.84,48787.57,48807.37,48806.72,48806.66,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,950.6160307690064,244.75869779347988,
49079.54,49099.07,49097.48,49085.89,49086.36554,49087.39,49087.64,49087.48,49087.86,49085.84,49085.13,48785.18377,48806.72,48806.66,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,48789.94,-323.5022609372813,-134.06078993684963,
49074.24,49097.48,49085.89,49086.36554,49087.39,49087.64,49087.48,49087.86,49085.84,49085.13,49070.26,48784.33,48806.66,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,163.81800012747982,578.3735876827573,
49074.96,49085.89,49086.36554,49087.39,49087.64,49087.48,49087.86,49085.84,49085.13,49070.26,49066.2,48783.84,48796.57753,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,48777.5,-165.7736735385909,-987.0648472803455,
49076.12,49086.36554,49087.39,49087.64,49087.48,49087.86,49085.84,49085.13,49070.26,49066.2,49066.56895,48787.41,48789.35148,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,48777.5,48767.17299,51.361201973852744,356.81497500466423,
49079.35,49087.39,49087.64,49087.48,49087.86,49085.84,49085.13,49070.26,49066.2,49066.56895,49060.97,48785.14,48789.35148,48790.87,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,48777.5,48767.17299,48764.95,-176.15436320963505,-128.6258734024848,
49080.79852,49087.64,49087.48,49087.86,49085.84,49085.13,49070.26,49066.2,49066.56895,49060.97,49061.9,48783.99,48790.87,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,48777.5,48767.17299,48764.95,48766.16,-441.9387161083348,-311.55718525058734,
49080.79,49087.48,49087.86,49085.84,49085.13,49070.26,49066.2,49066.56895,49060.97,49061.9,49063.7386,48787.36,48792.0042,48792.0042,48789.67487,48789.94,48776.84118,48777.5,48767.17299,48764.95,48766.16,48775.18,-508.2627405412088,-147.26885599171345,
49080.33328,49087.86,49085.84,49085.13,49070.26,49066.2,49066.56895,49060.97,49061.9,49063.7386,49063.7386,48788.91,48792.0042,48789.67487,48789.94,48776.84118,48777.5,48767.17299,48764.95,48766.16,48775.18,48775.35,-329.8246700019516,-744.0397533253762,
49085.00334,49085.84,49085.13,49070.26,49066.2,49066.56895,49060.97,49061.9,49063.7386,49063.7386,49067.83158,48792.08,48789.67487,48789.94,48776.84118,48777.5,48767.17299,48764.95,48766.16,48775.18,48775.35,48775.68,-949.5045922361683,-556.5276680486597,
49085.00334,49085.13,49070.26,49066.2,49066.56895,49060.97,49061.9,49063.7386,49063.7386,49067.83158,49071.46,48790.31,48789.94,48776.84118,48777.5,48767.17299,48764.95,48766.16,48775.18,48775.35,48775.68,48784.93135,-362.6829904406962,-25.760487567112683,
49085.35036,49070.26,49066.2,49066.56895,49060.97,49061.9,49063.7386,49063.7386,49067.83158,49071.46,49078.98,48790.89,48776.84118,48777.5,48767.17299,48764.95,48766.16,48775.18,48775.35,48775.68,48784.93135,48787.43408,-164.53242931762554,-1310.3104354373077,
49085.35036,49066.2,49066.56895,49060.97,49061.9,49063.7386,49063.7386,49067.83158,49071.46,49078.98,49077.15,48790.27,48777.5,48767.17299,48764.95,48766.16,48775.18,48775.35,48775.68,48784.93135,48787.43408,48787.43408,-818.1123065561143,-398.7393006740582,
49085.52878,49066.56895,49060.97,49061.9,49063.7386,49063.7386,49067.83158,49071.46,49078.98,49077.15,49076.38,48790.26,48767.17299,48764.95,48766.16,48775.18,48775.35,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,-346.9552736960502,-43.13764107065534,
49091.32841,49060.97,49061.9,49063.7386,49063.7386,49067.83158,49071.46,49078.98,49077.15,49076.38,49077.67,48799.2,48764.95,48766.16,48775.18,48775.35,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,-385.7566004570759,-177.36774617919573,
49091.32841,49061.9,49063.7386,49063.7386,49067.83158,49071.46,49078.98,49077.15,49076.38,49077.67,49087.17,48796.85,48766.16,48775.18,48775.35,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,-691.2431505870769,-525.5296881636784,
49088.69675,49063.7386,49063.7386,49067.83158,49071.46,49078.98,49077.15,49076.38,49077.67,49087.17,49080.75,48795.19708,48775.18,48775.35,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,-610.4676490372616,-285.2407008552443,
49088.69675,49063.7386,49067.83158,49071.46,49078.98,49077.15,49076.38,49077.67,49087.17,49080.75,49078.71,48792.17,48775.35,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,-588.3488762643184,-469.4035451173005,
49087.55,49067.83158,49071.46,49078.98,49077.15,49076.38,49077.67,49087.17,49080.75,49078.71,49076.43,48791.81,48775.68,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,-312.8581792835087,-454.9762045152832,
49087.43,49071.46,49078.98,49077.15,49076.38,49077.67,49087.17,49080.75,49078.71,49076.43,49078.54,48792.11,48784.93135,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,-716.482585369198,-553.986048695999,
49087.0,49078.98,49077.15,49076.38,49077.67,49087.17,49080.75,49078.71,49076.43,49078.54,49079.54,48791.49695,48787.43408,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,-199.02708193254068,-308.65759559908776,
49088.38983,49077.15,49076.38,49077.67,49087.17,49080.75,49078.71,49076.43,49078.54,49079.54,49079.54,48794.2,48787.43408,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,-656.96063569289,-226.93638094407777,
49092.53318,49076.38,49077.67,49087.17,49080.75,49078.71,49076.43,49078.54,49079.54,49079.54,49074.24,48794.33812,48786.86344,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,48784.33,-435.28166313894644,-494.5201026892151,
49097.11911,49077.67,49087.17,49080.75,49078.71,49076.43,49078.54,49079.54,49079.54,49074.24,49074.96,48800.81,48786.86344,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,48784.33,48783.84,-122.25358467394767,-153.66288702792096,
49097.11911,49087.17,49080.75,49078.71,49076.43,49078.54,49079.54,49079.54,49074.24,49074.96,49076.12,48806.66,48795.05,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,48784.33,48783.84,48787.41,-62.02469397641642,-157.28998677063763,
49105.25,49080.75,49078.71,49076.43,49078.54,49079.54,49079.54,49074.24,49074.96,49076.12,49079.35,48807.02316,48791.37541,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,48784.33,48783.84,48787.41,48785.14,-133.76472519047587,-108.04999988155636,
49103.94,49078.71,49076.43,49078.54,49079.54,49079.54,49074.24,49074.96,49076.12,49079.35,49080.79852,48807.02316,48786.5629,48786.5629,48786.62017,48787.57,48785.18377,48784.33,48783.84,48787.41,48785.14,48783.99,-93.80787882833073,78.21502764200027,
49104.3,49076.43,49078.54,49079.54,49079.54,49074.24,49074.96,49076.12,49079.35,49080.79852,49080.79,48812.21641,48786.5629,48786.62017,48787.57,48785.18377,48784.33,48783.84,48787.41,48785.14,48783.99,48787.36,-460.98259927552886,-146.24937705023248,
49107.3,49078.54,49079.54,49079.54,49074.24,49074.96,49076.12,49079.35,49080.79852,49080.79,49080.33328,48812.21641,48786.62017,48787.57,48785.18377,48784.33,48783.84,48787.41,48785.14,48783.99,48787.36,48788.91,281.55546222055466,213.42389974023095,
49108.24,49079.54,49079.54,49074.24,49074.96,49076.12,49079.35,49080.79852,49080.79,49080.33328,49085.00334,48809.31,48787.57,48785.18377,48784.33,48783.84,48787.41,48785.14,48783.99,48787.36,48788.91,48792.08,-172.47673528669202,-300.67523394548584,
49106.75821,49079.54,49074.24,49074.96,49076.12,49079.35,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,48815.50734,48785.18377,48784.33,48783.84,48787.41,48785.14,48783.99,48787.36,48788.91,48792.08,48790.31,-268.943972643017,132.92967765380678,
49101.84,49074.24,49074.96,49076.12,49079.35,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,48807.88908,48784.33,48783.84,48787.41,48785.14,48783.99,48787.36,48788.91,48792.08,48790.31,48790.89,539.8081659064054,238.49205855316552,
49099.68,49074.96,49076.12,49079.35,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,48805.24474,48783.84,48787.41,48785.14,48783.99,48787.36,48788.91,48792.08,48790.31,48790.89,48790.27,288.160244691371,286.68531699751696,
49099.7,49076.12,49079.35,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,48805.24474,48787.41,48785.14,48783.99,48787.36,48788.91,48792.08,48790.31,48790.89,48790.27,48790.26,385.8323802869409,418.4330446928408,
49093.99,49079.35,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,48798.29435,48785.14,48783.99,48787.36,48788.91,48792.08,48790.31,48790.89,48790.27,48790.26,48799.2,574.1138982733299,625.6499906945058,
49096.48,49080.79852,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,48801.47,48783.99,48787.36,48788.91,48792.08,48790.31,48790.89,48790.27,48790.26,48799.2,48796.85,364.54826065313176,689.1598261893887,
49098.29668,49080.79,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,48811.7,48787.36,48788.91,48792.08,48790.31,48790.89,48790.27,48790.26,48799.2,48796.85,48795.19708,526.5653954853312,89.4510516159907,
49108.22903,49080.33328,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,48810.42,48788.91,48792.08,48790.31,48790.89,48790.27,48790.26,48799.2,48796.85,48795.19708,48792.17,206.13760146049626,316.99689566500217,
49108.22903,49085.00334,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,48810.92,48792.08,48790.31,48790.89,48790.27,48790.26,48799.2,48796.85,48795.19708,48792.17,48791.81,479.8945405057884,361.0944049601932,
49108.39,49085.00334,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,49087.43,48814.24,48790.31,48790.89,48790.27,48790.26,48799.2,48796.85,48795.19708,48792.17,48791.81,48792.11,378.9347526580146,153.08919312031014,
49108.54,49085.35036,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,49087.43,49087.0,48814.62,48790.89,48790.27,48790.26,48799.2,48796.85,48795.19708,48792.17,48791.81,48792.11,48791.49695,302.9049492062114,325.492892114122,
49108.83,49085.35036,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,49087.43,49087.0,49088.38983,48815.01,48790.27,48790.26,48799.2,48796.85,48795.19708,48792.17,48791.81,48792.11,48791.49695,48794.2,-2.8705573122447827,-118.16556577051091,
49110.13423,49085.52878,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,49087.43,49087.0,49088.38983,49092.53318,48820.79,48790.26,48799.2,48796.85,48795.19708,48792.17,48791.81,48792.11,48791.49695,48794.2,48794.33812,858.6717286843902,506.6737439389372,
49116.92,49091.32841,49091.32841,49088.69675,49088.69675,49087.55,49087.43,49087.0,49088.38983,49092.53318,49097.11911,48822.39,48799.2,48796.85,48795.19708,48792.17,48791.81,48792.11,48791.49695,48794.2,48794.33812,48800.81,311.50003094715714,563.3548627090835,
49116.92,49091.32841,49088.69675,49088.69675,49087.55,49087.43,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,48822.39,48796.85,48795.19708,48792.17,48791.81,48792.11,48791.49695,48794.2,48794.33812,48800.81,48806.66,446.71537980955634,75.28613945708972,
49113.56,49088.69675,49088.69675,49087.55,49087.43,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,48817.48686,48795.19708,48792.17,48791.81,48792.11,48791.49695,48794.2,48794.33812,48800.81,48806.66,48807.02316,242.72048013656197,215.5717222655153,
49112.32,49088.69675,49087.55,49087.43,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,49103.94,48817.48686,48792.17,48791.81,48792.11,48791.49695,48794.2,48794.33812,48800.81,48806.66,48807.02316,48807.02316,363.6400503634398,438.7726353473826,
49113.51,49087.55,49087.43,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,49103.94,49104.3,48816.4638,48791.81,48792.11,48791.49695,48794.2,48794.33812,48800.81,48806.66,48807.02316,48807.02316,48812.21641,487.7252395567754,454.5751306550165,
49110.72,49087.43,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,49103.94,49104.3,49107.3,48819.38225,48792.11,48791.49695,48794.2,48794.33812,48800.81,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,678.9335042183635,316.1007401093489,
49111.05,49087.0,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,49103.94,49104.3,49107.3,49108.24,48819.38225,48791.49695,48794.2,48794.33812,48800.81,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,369.93633676183424,648.3685414011594,
49111.05,49088.38983,49092.53318,49097.11911,49097.11911,49105.25,49103.94,49104.3,49107.3,49108.24,49106.75821,48821.49636,48794.2,48794.33812,48800.81,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,296.0964771719874,36.54968210127598,
49114.46,49092.53318,49097.11911,49097.11911,49105.25,49103.94,49104.3,49107.3,49108.24,49106.75821,49101.84,48826.23,48794.33812,48800.81,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,378.51429200535057,392.86946560929846,
49114.27,49097.11911,49097.11911,49105.25,49103.94,49104.3,49107.3,49108.24,49106.75821,49101.84,49099.68,48825.45033,48800.81,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,421.333577328447,519.5082040603556,
49114.27,49097.11911,49105.25,49103.94,49104.3,49107.3,49108.24,49106.75821,49101.84,49099.68,49099.7,48825.45033,48806.66,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,238.0091947569784,-38.14264645621069,
49113.99,49105.25,49103.94,49104.3,49107.3,49108.24,49106.75821,49101.84,49099.68,49099.7,49093.99,48821.16464,48807.02316,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,482.2957669435819,388.23049396196296,
49113.19,49103.94,49104.3,49107.3,49108.24,49106.75821,49101.84,49099.68,49099.7,49093.99,49096.48,48821.16464,48807.02316,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,192.72981774799115,546.840351701919,
49114.21691,49104.3,49107.3,49108.24,49106.75821,49101.84,49099.68,49099.7,49093.99,49096.48,49098.29668,48816.8,48812.21641,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,48811.7,622.9344450234723,415.72512646896956,
49123.82616,49107.3,49108.24,49106.75821,49101.84,49099.68,49099.7,49093.99,49096.48,49098.29668,49108.22903,48826.52,48812.21641,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,48811.7,48810.42,409.6834285191547,327.3551292845336,
49123.82616,49108.24,49106.75821,49101.84,49099.68,49099.7,49093.99,49096.48,49098.29668,49108.22903,49108.22903,48831.31,48809.31,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,48811.7,48810.42,48810.92,368.17182887889913,457.58766665612717,
49123.9018,49106.75821,49101.84,49099.68,49099.7,49093.99,49096.48,49098.29668,49108.22903,49108.22903,49108.39,48823.91726,48815.50734,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,48811.7,48810.42,48810.92,48814.24,533.0380667825485,565.7953613314953,
49129.37,49101.84,49099.68,49099.7,49093.99,49096.48,49098.29668,49108.22903,49108.22903,49108.39,49108.54,48826.13,48807.88908,48805.24474,48805.24474,48798.29435,48801.47,48811.7,48810.42,48810.92,48814.24,48814.62,235.64308246969492,131.0960456848077,
49133.71186,49099.68,49099.7,49093.99,49096.48,49098.29668,49108.22903,49108.22903,49108.39,49108.54,49108.83,48847.27,48805.24474,48805.24474,48798.29435,48801.47,48811.7,48810.42,48810.92,48814.24,48814.62,48815.01,426.8087171094293,742.8044589503032,
49139.16,49099.7,49093.99,49096.48,49098.29668,49108.22903,49108.22903,49108.39,49108.54,49108.83,49110.13423,48838.38767,48805.24474,48798.29435,48801.47,48811.7,48810.42,48810.92,48814.24,48814.62,48815.01,48820.79,751.8251466123243,558.4697382805895,
49138.72,49093.99,49096.48,49098.29668,49108.22903,49108.22903,49108.39,49108.54,49108.83,49110.13423,49116.92,48835.53575,48798.29435,48801.47,48811.7,48810.42,48810.92,48814.24,48814.62,48815.01,48820.79,48822.39,325.5121148193677,401.5998681250789,
49128.04811,49096.48,49098.29668,49108.22903,49108.22903,49108.39,49108.54,49108.83,49110.13423,49116.92,49116.92,48828.06,48801.47,48811.7,48810.42,48810.92,48814.24,48814.62,48815.01,48820.79,48822.39,48822.39,292.86210724974177,226.81614867953644,
49124.86,49098.29668,49108.22903,49108.22903,49108.39,49108.54,49108.83,49110.13423,49116.92,49116.92,49113.56,48823.24161,48811.7,48810.42,48810.92,48814.24,48814.62,48815.01,48820.79,48822.39,48822.39,48817.48686,382.1123408142968,347.55805761411034,
49116.02613,49108.22903,49108.22903,49108.39,49108.54,49108.83,49110.13423,49116.92,49116.92,49113.56,49112.32,48823.37,48810.42,48810.92,48814.24,48814.62,48815.01,48820.79,48822.39,48822.39,48817.48686,48817.48686,475.33403718258745,468.95809589845373,
49120.5296,49108.22903,49108.39,49108.54,49108.83,49110.13423,49116.92,49116.92,49113.56,49112.32,49113.51,48825.2,48810.92,48814.24,48814.62,48815.01,48820.79,48822.39,48822.39,48817.48686,48817.48686,48816.4638,374.64550638607994,425.44589019413405,
49120.5296,49108.39,49108.54,49108.83,49110.13423,49116.92,49116.92,49113.56,49112.32,49113.51,49110.72,48825.21,48814.24,48814.62,48815.01,48820.79,48822.39,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,377.8935639492605,620.7046491402103,
49113.99268,49108.54,49108.83,49110.13423,49116.92,49116.92,49113.56,49112.32,49113.51,49110.72,49111.05,48815.52,48814.62,48815.01,48820.79,48822.39,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,327.06301669334766,488.9254606921266,
49113.99268,49108.83,49110.13423,49116.92,49116.92,49113.56,49112.32,49113.51,49110.72,49111.05,49111.05,48814.59196,48815.01,48820.79,48822.39,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,741.7508422183784,470.56863036336904,
49111.626,49110.13423,49116.92,49116.92,49113.56,49112.32,49113.51,49110.72,49111.05,49111.05,49114.46,48811.35126,48820.79,48822.39,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,137.56767406954262,578.2589468895311,
49111.37706,49116.92,49116.92,49113.56,49112.32,49113.51,49110.72,49111.05,49111.05,49114.46,49114.27,48811.35126,48822.39,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,515.1901719857102,563.9819938403524,
49111.37706,49116.92,49113.56,49112.32,49113.51,49110.72,49111.05,49111.05,49114.46,49114.27,49114.27,48813.30469,48822.39,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,388.4557495299965,27.930568922924,
49111.88,49113.56,49112.32,49113.51,49110.72,49111.05,49111.05,49114.46,49114.27,49114.27,49113.99,48815.18,48817.48686,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,55.602315110869235,248.86658753171434,
49111.88,49112.32,49113.51,49110.72,49111.05,49111.05,49114.46,49114.27,49114.27,49113.99,49113.19,48815.18,48817.48686,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,155.31477427366073,321.5856927062611,
49109.4435,49113.51,49110.72,49111.05,49111.05,49114.46,49114.27,49114.27,49113.99,49113.19,49114.21691,48814.45606,48816.4638,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,443.4564745120532,159.45770114427657,
49106.79,49110.72,49111.05,49111.05,49114.46,49114.27,49114.27,49113.99,49113.19,49114.21691,49123.82616,48810.9741,48819.38225,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,48826.52,345.7770209976211,1092.2227570201007,
49105.87,49111.05,49111.05,49114.46,49114.27,49114.27,49113.99,49113.19,49114.21691,49123.82616,49123.82616,48811.95516,48819.38225,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,48826.52,48831.31,226.1087339089801,5.317577338268931,
49105.87,49111.05,49114.46,49114.27,49114.27,49113.99,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,48812.02,48821.49636,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,48826.52,48831.31,48823.91726,284.61956796599526,23.926675946962852,
49105.86,49114.46,49114.27,49114.27,49113.99,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,48811.78,48826.23,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,48826.52,48831.31,48823.91726,48826.13,782.5220017305245,1290.922931752728,
49105.74,49114.27,49114.27,49113.99,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,48811.66879,48825.45033,48825.45033,48821.16464,48821.16464,48816.8,48826.52,48831.31,48823.91726,48826.13,48847.27,633.9822054755418,221.59984450811592,
49105.21,49114.27,49113.99,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,49139.16,48807.23,48825.45033,48821.16464,48821.16464,48816.8,48826.52,48831.31,48823.91726,48826.13,48847.27,48838.38767,742.318341921345,142.66564870964356,
49103.12,49113.99,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,49139.16,49138.72,48807.47,48821.16464,48821.16464,48816.8,48826.52,48831.31,48823.91726,48826.13,48847.27,48838.38767,48835.53575,134.28365539984273,755.2804734809503,
49102.85,49113.19,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,49139.16,49138.72,49128.04811,48811.43,48821.16464,48816.8,48826.52,48831.31,48823.91726,48826.13,48847.27,48838.38767,48835.53575,48828.06,612.952123471639,446.83782986258916,
49102.85,49114.21691,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,49139.16,49138.72,49128.04811,49124.86,48811.43,48816.8,48826.52,48831.31,48823.91726,48826.13,48847.27,48838.38767,48835.53575,48828.06,48823.24161,266.57072633057805,148.43044780804973,
49102.8,49123.82616,49123.82616,49123.9018,49129.37,49133.71186,49139.16,49138.72,49128.04811,49124.86,49116.02613,48809.79,48826.52,48831.31,48823.91726,48826.13,48847.27,48838.38767,48835.53575,48828.06,48823.24161,48823.37,318.65445842422184,320.1889242094176,
49102.83,49123.82616,49123.9018,49129.37,49133.71186,49139.16,49138.72,49128.04811,49124.86,49116.02613,49120.5296,48806.56,48831.31,48823.91726,48826.13,48847.27,48838.38767,48835.53575,48828.06,48823.24161,48823.37,48825.2,250.97122437280106,355.81185966942036,
49103.19,49123.9018,49129.37,49133.71186,49139.16,49138.72,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,48806.57,48823.91726,48826.13,48847.27,48838.38767,48835.53575,48828.06,48823.24161,48823.37,48825.2,48825.21,-161.15374240750856,-353.40910744058266,
49103.19,49129.37,49133.71186,49139.16,49138.72,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,48806.72,48826.13,48847.27,48838.38767,48835.53575,48828.06,48823.24161,48823.37,48825.2,48825.21,48815.52,47.871368951724094,74.74224483340065,
49103.52,49133.71186,49139.16,49138.72,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,48805.46,48847.27,48838.38767,48835.53575,48828.06,48823.24161,48823.37,48825.2,48825.21,48815.52,48814.59196,2.2325115941510125,-106.78930254417786,
49103.83473,49139.16,49138.72,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,48809.21,48838.38767,48835.53575,48828.06,48823.24161,48823.37,48825.2,48825.21,48815.52,48814.59196,48811.35126,155.2066112386598,-13.021581684845058,
49105.01489,49138.72,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,48809.21,48835.53575,48828.06,48823.24161,48823.37,48825.2,48825.21,48815.52,48814.59196,48811.35126,48811.35126,-37.472139372315034,-232.58359887159406,
49105.01489,49128.04811,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,48808.79,48828.06,48823.24161,48823.37,48825.2,48825.21,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,-214.3268118491136,-70.79352731017613,
49106.33,49124.86,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,49111.88,48809.29,48823.24161,48823.37,48825.2,48825.21,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,14.446957920757699,-214.60879839979663,
49112.02,49116.02613,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,49111.88,49111.88,48816.22,48823.37,48825.2,48825.21,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,48815.18,-188.6748981426579,-16.027340690525268,
49117.44,49120.5296,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,49111.88,49111.88,49109.4435,48817.93603,48825.2,48825.21,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,48815.18,48814.45606,-94.91061342551038,-30.846151464937847,
